Cidade,Ano,Esporte,Modalidade,Event,Atleta,Sexo,Pais,Medalha,pais_iso3,pais_corrigido,Pais_limpo
Montreal,1976,Atletismo,Atletismo,4x400m relay,"PARKS, Maxwell Lander",Men,United States,Ouro,USA,United States,United States
Montreal,1976,Atletismo,Atletismo,4x100m relay,"ANISIMOVA, Vera",Women,Soviet Union,Bronze,RUS,Soviet Union,Soviet Union
Montreal,1976,Atletismo,Atletismo,discus throw,"SCHMIDT, Wolfgang",Men,East Germany,Prata,DEU,East Germany,East Germany
Montreal,1976,Atletismo,Atletismo,javelin throw,"SCHMIDT, Kathryn Joan",Women,United States,Bronze,USA,United States,United States
Montreal,1976,Atletismo,Atletismo,4x400m relay,"BRYANT, Rosalyn Evette",Women,United States,Prata,USA,United States,United States
Montreal,1976,Atletismo,Atletismo,4x100m relay,"OELSNER-GÖHR, Marlies",Women,East Germany,Ouro,DEU,East Germany,East Germany
Montreal,1976,Atletismo,Atletismo,1500m,"WELLMANN, Paul-Heinz",Men,West Germany,Bronze,DEU,West Germany,West Germany
Montreal,1976,Atletismo,Atletismo,discus throw,"POWELL, John Gates",Men,United States,Bronze,USA,United States,United States
Montreal,1976,Atletismo,Atletismo,4x100m relay,"BESFAMILNAYA, Nadezhda",Women,Soviet Union,Bronze,RUS,Soviet Union,Soviet Union
Montreal,1976,Atletismo,Atletismo,4x400m relay,"PODLAS, Ryszard",Men,Poland,Prata,POL,Poland,Poland
Montreal,1976,Atletismo,Atletismo,4x100m relay,"KOLESNIKOV, Nikolai",Men,Soviet Union,Bronze,RUS,Soviet Union,Soviet Union
Montreal,1976,Atletismo,Atletismo,1500m,"WALKER, John",Men,New Zealand,Ouro,NZL,New Zealand,New Zealand
Montreal,1976,Atletismo,Atletismo,800m Rasos,"ZINN, Elfi",Women,East Germany,Bronze,DEU,East Germany,East Germany
Montreal,1976,Atletismo,Atletismo,1500m,"KAZANKINA, Tatiana",Women,Soviet Union,Ouro,RUS,Soviet Union,Soviet Union
Montreal,1976,Atletismo,Atletismo,marathon,"CIERPINSKI, Waldemar",Men,East Germany,Ouro,DEU,East Germany,East Germany
Montreal,1976,Atletismo,Atletismo,4x400m relay,"KRIEG, Lothar",Men,West Germany,Bronze,DEU,West Germany,West Germany
Montreal,1976,Atletismo,Atletismo,4x100m relay,"BODENDORF, Carla",Women,East Germany,Ouro,DEU,East Germany,East Germany
Montreal,1976,Atletismo,Atletismo,4x100m relay,"PFEIFER, Jörg",Men,East Germany,Prata,DEU,East Germany,East Germany
Montreal,1976,Atletismo,Atletismo,800m Rasos,"VAN DAMME, Ivo",Men,Belgium,Prata,BEL,Belgium,Belgium
Montreal,1976,Atletismo,Atletismo,1500m,"VAN DAMME, Ivo",Men,Belgium,Prata,BEL,Belgium,Belgium
Montreal,1976,Atletismo,Atletismo,110m hurdles,"DAVENPORT, Willie",Men,United States,Bronze,USA,United States,United States
Montreal,1976,Atletismo,Atletismo,20km walk,"BAUTISTA ROCHA, Daniel",Men,Mexico,Ouro,MEX,Mexico,Mexico
Montreal,1976,Atletismo,Atletismo,discus throw,"SCHLAAK-JAHL, Evelin",Women,East Germany,Ouro,DEU,East Germany,East Germany
Montreal,1976,Atletismo,Atletismo,100m Rasos,"RICHTER-IRRGANG, Annegret",Women,West Germany,Ouro,DEU,West Germany,West Germany
Montreal,1976,Atletismo,Atletismo,200m Rasos,"ECKERT-WÖCKEL, Bärbel",Women,East Germany,Ouro,DEU,East Germany,East Germany
Montreal,1976,Atletismo,Atletismo,4x400m relay,"PIETRZYK, Jerzy",Men,Poland,Prata,POL,Poland,Poland
Montreal,1976,Atletismo,Atletismo,400m Rasos,"BREHMER-LATHAN, Christina",Women,East Germany,Prata,DEU,East Germany,East Germany
Montreal,1976,Atletismo,Atletismo,shot put,"CHRISTOVA-TODOROVA, Ivanka Mikailova",Women,Bulgaria,Ouro,BGR,Bulgaria,Bulgaria
Montreal,1976,Atletismo,Atletismo,pentathlon,"SIEGL, Siegrun",Women,East Germany,Ouro,DEU,East Germany,East Germany
Montreal,1976,Atletismo,Atletismo,4x400m relay,"MALETZKI, Doris",Women,East Germany,Ouro,DEU,East Germany,East Germany
Montreal,1976,Atletismo,Atletismo,100m hurdles,"LEBEDEVA, Natalya",Women,Soviet Union,Bronze,RUS,Soviet Union,Soviet Union
Montreal,1976,Atletismo,Atletismo,decathlon,"KRATSCHMER, Guido",Men,West Germany,Prata,DEU,West Germany,West Germany
Montreal,1976,Atletismo,Atletismo,shot put,"BEYER, Udo",Men,East Germany,Ouro,DEU,East Germany,East Germany
Montreal,1976,Atletismo,Atletismo,3000m steeplechase,"BAUMGARTL, Frank",Men,East Germany,Bronze,DEU,East Germany,East Germany
Montreal,1976,Atletismo,Atletismo,4x400m relay,"CHISTYAKOVA-SOKOLOVA, Natalya",Women,Soviet Union,Bronze,RUS,Soviet Union,Soviet Union
Montreal,1976,Atletismo,Atletismo,shot put,"MIRONOV, Yevgeni",Men,Soviet Union,Prata,RUS,Soviet Union,Soviet Union
Montreal,1976,Atletismo,Atletismo,400m hurdles,"SHINE, Michael Lyle",Men,United States,Prata,USA,United States,United States
Montreal,1976,Atletismo,Atletismo,400m hurdles,"MOSES, Edwin",Men,United States,Ouro,USA,United States,United States
Montreal,1976,Atletismo,Atletismo,decathlon,"JENNER, William Bruce",Men,United States,Ouro,USA,United States,United States
Montreal,1976,Atletismo,Atletismo,3000m steeplechase,"GARDERUD, Anders",Men,Sweden,Ouro,SWE,Sweden,Sweden
Montreal,1976,Atletismo,Atletismo,pole vault,"SLUSARSKI, Tadeusz",Men,Poland,Ouro,POL,Poland,Poland
Montreal,1976,Atletismo,Atletismo,long jump,"VOIGT, Angela",Women,East Germany,Ouro,DEU,East Germany,East Germany
Montreal,1976,Atletismo,Atletismo,4x100m relay,"HAMPTON, Millard Frank Jr.",Men,United States,Ouro,USA,United States,United States
Montreal,1976,Atletismo,Atletismo,4x100m relay,"SILOVS, Yuris",Men,Soviet Union,Bronze,RUS,Soviet Union,Soviet Union
Montreal,1976,Atletismo,Atletismo,20km walk,"FRENKEL, Peter",Men,East Germany,Bronze,DEU,East Germany,East Germany
Montreal,1976,Atletismo,Atletismo,100m Rasos,"QUARRIE, Donald",Men,Jamaica,Prata,JAM,Jamaica,Jamaica
Montreal,1976,Atletismo,Atletismo,pole vault,"ROBERTS, David Luther",Men,United States,Bronze,USA,United States,United States
Montreal,1976,Atletismo,Atletismo,400m Rasos,"FRAZIER, Herman Ronald",Men,United States,Bronze,USA,United States,United States
Montreal,1976,Atletismo,Atletismo,4x100m relay,"HELTEN, Inge",Women,West Germany,Prata,DEU,West Germany,West Germany
Montreal,1976,Atletismo,Atletismo,triple jump,"SANEEV, Viktor",Men,Soviet Union,Ouro,RUS,Soviet Union,Soviet Union
Montreal,1976,Atletismo,Atletismo,400m Rasos,"STROPAHL-STREIDT, Ellen",Women,East Germany,Bronze,DEU,East Germany,East Germany
Montreal,1976,Atletismo,Atletismo,5000m,"VIREN, Lasse",Men,Finland,Ouro,FIN,Finland,Finland
Montreal,1976,Atletismo,Atletismo,4x100m relay,"ECKERT-WÖCKEL, Bärbel",Women,East Germany,Ouro,DEU,East Germany,East Germany
Montreal,1976,Atletismo,Atletismo,4x400m relay,"BREHMER-LATHAN, Christina",Women,East Germany,Ouro,DEU,East Germany,East Germany
Montreal,1976,Atletismo,Atletismo,10000m,"VIREN, Lasse",Men,Finland,Ouro,FIN,Finland,Finland
Montreal,1976,Atletismo,Atletismo,4x400m relay,"JAREMSKI, Zbigniew",Men,Poland,Prata,POL,Poland,Poland
Montreal,1976,Atletismo,Atletismo,long jump,"WILLIAMS, Randel Luvelle",Men,United States,Prata,USA,United States,United States
Montreal,1976,Atletismo,Atletismo,4x100m relay,"KURRAT, Klaus-Dieter",Men,East Germany,Prata,DEU,East Germany,East Germany
Montreal,1976,Atletismo,Atletismo,10000m,"FOSTER, Brendan",Men,United Kingdom,Bronze,GBR,United Kingdom,United Kingdom
Montreal,1976,Atletismo,Atletismo,javelin throw,"NEMETH, Miklos",Men,Hungary,Ouro,HUN,Hungary,Hungary
Montreal,1976,Atletismo,Atletismo,4x400m relay,"KLIMOVOCHA, Inta",Women,Soviet Union,Bronze,RUS,Soviet Union,Soviet Union
Montreal,1976,Atletismo,Atletismo,marathon,"SHORTER, Frank Charles",Men,United States,Prata,USA,United States,United States
Montreal,1976,Atletismo,Atletismo,shot put,"CHIZHOVA, Nadezhda",Women,Soviet Union,Prata,RUS,Soviet Union,Soviet Union
Montreal,1976,Atletismo,Atletismo,4x400m relay,"AKSENOVA, Lyudmila",Women,Soviet Union,Bronze,RUS,Soviet Union,Soviet Union
Montreal,1976,Atletismo,Atletismo,javelin throw,"MEGELEA, Gheorghe",Men,Romania,Bronze,ROU,Romania,Romania
Montreal,1976,Atletismo,Atletismo,5000m,"QUAX, Dick Theodorus",Men,New Zealand,Prata,NZL,New Zealand,New Zealand
Montreal,1976,Atletismo,Atletismo,20km walk,"REIMANN, Hans",Men,East Germany,Prata,DEU,East Germany,East Germany
Montreal,1976,Atletismo,Atletismo,high jump,"WSZOLA, Jacek",Men,Poland,Ouro,POL,Poland,Poland
Montreal,1976,Atletismo,Atletismo,4x400m relay,"NEWHOUSE, Frederick Vaughn",Men,United States,Ouro,USA,United States,United States
Montreal,1976,Atletismo,Atletismo,javelin throw,"FUCHS, Ruth",Women,East Germany,Ouro,DEU,East Germany,East Germany
Montreal,1976,Atletismo,Atletismo,4x100m relay,"GLANCE, Harvey Edward",Men,United States,Ouro,USA,United States,United States
Montreal,1976,Atletismo,Atletismo,4x400m relay,"ROHDE, Brigitte",Women,East Germany,Ouro,DEU,East Germany,East Germany
Montreal,1976,Atletismo,Atletismo,long jump,"MCMILLAN, Catherine Laverne",Women,United States,Prata,USA,United States,United States
Montreal,1976,Atletismo,Atletismo,high jump,"BLAGOEVA-DIMITROVA, Yordanka",Women,Bulgaria,Bronze,BGR,Bulgaria,Bulgaria
Montreal,1976,Atletismo,Atletismo,400m hurdles,"GAVRILENKO, Yevgeni",Men,Soviet Union,Bronze,RUS,Soviet Union,Soviet Union
Montreal,1976,Atletismo,Atletismo,marathon,"LISMONT, Karel",Men,Belgium,Bronze,BEL,Belgium,Belgium
Montreal,1976,Atletismo,Atletismo,4x100m relay,"POSSEKEL, Elvira",Women,West Germany,Prata,DEU,West Germany,West Germany
Montreal,1976,Atletismo,Atletismo,4x100m relay,"STECHER, Renate",Women,East Germany,Ouro,DEU,East Germany,East Germany
Montreal,1976,Atletismo,Atletismo,4x400m relay,"BROWN, Benjamin Gene",Men,United States,Ouro,USA,United States,United States
Montreal,1976,Atletismo,Atletismo,200m Rasos,"RICHTER-IRRGANG, Annegret",Women,West Germany,Prata,DEU,West Germany,West Germany
Montreal,1976,Atletismo,Atletismo,200m Rasos,"QUARRIE, Donald",Men,Jamaica,Ouro,JAM,Jamaica,Jamaica
Montreal,1976,Atletismo,Atletismo,10000m,"LOPES, Carlos",Men,Portugal,Prata,PRT,Portugal,Portugal
Montreal,1976,Atletismo,Atletismo,400m Rasos,"NEWHOUSE, Frederick Vaughn",Men,United States,Prata,USA,United States,United States
Montreal,1976,Atletismo,Atletismo,javelin throw,"SIITONEN, Hannu Juhani",Men,Finland,Prata,FIN,Finland,Finland
Montreal,1976,Atletismo,Atletismo,pole vault,"KALLIOMÄKI, Antti Tapani",Men,Finland,Prata,FIN,Finland,Finland
Montreal,1976,Atletismo,Atletismo,4x400m relay,"KOLESNIKOVA-ILYINA, Nadezhda",Women,Soviet Union,Bronze,RUS,Soviet Union,Soviet Union
Montreal,1976,Atletismo,Atletismo,110m hurdles,"DRUT, Guy",Men,France,Ouro,FRA,France,France
Montreal,1976,Atletismo,Atletismo,triple jump,"DE OLIVEIRA, Joao Carlos",Men,Brazil,Bronze,BRA,Brazil,Brazil
Montreal,1976,Atletismo,Atletismo,hammer throw,"SPIRIDONOV, Aleksei",Men,Soviet Union,Prata,RUS,Soviet Union,Soviet Union
Montreal,1976,Atletismo,Atletismo,discus throw,"HINZMANN, Gabriele",Women,East Germany,Bronze,DEU,East Germany,East Germany
Montreal,1976,Atletismo,Atletismo,4x100m relay,"BORZOV, Valery",Men,Soviet Union,Bronze,RUS,Soviet Union,Soviet Union
Montreal,1976,Atletismo,Atletismo,long jump,"ALFEEVA, Lidia",Women,Soviet Union,Bronze,RUS,Soviet Union,Soviet Union
Montreal,1976,Atletismo,Atletismo,400m Rasos,"SZEWINSKA, Irena",Women,Poland,Ouro,POL,Poland,Poland
Montreal,1976,Atletismo,Atletismo,shot put,"FIBINGEROVA, Helena",Women,Czechoslovakia,Bronze,CZE,Czechoslovakia,Czechoslovakia
Montreal,1976,Atletismo,Atletismo,4x100m relay,"KOKOT, Manfred",Men,East Germany,Prata,DEU,East Germany,East Germany
Montreal,1976,Atletismo,Atletismo,4x400m relay,"HOFMEISTER, Franz-Peter",Men,West Germany,Bronze,DEU,West Germany,West Germany
Montreal,1976,Atletismo,Atletismo,high jump,"SIMEONI, Sara",Women,Italy,Prata,ITA,Italy,Italy
Montreal,1976,Atletismo,Atletismo,4x400m relay,"SCHMID, Harald",Men,West Germany,Bronze,DEU,West Germany,West Germany
Montreal,1976,Atletismo,Atletismo,4x400m relay,"GREENE-JILES, Pamela",Women,United States,Prata,USA,United States,United States
Montreal,1976,Atletismo,Atletismo,discus throw,"VERGOVA-PETKOVA, Maria",Women,Bulgaria,Prata,BGR,Bulgaria,Bulgaria
Montreal,1976,Atletismo,Atletismo,800m Rasos,"JUANTORENA, Alberto",Men,Cuba,Ouro,CUB,Cuba,Cuba
Montreal,1976,Atletismo,Atletismo,discus throw,"WILKINS, Malcolm Maurice",Men,United States,Ouro,USA,United States,United States
Montreal,1976,Atletismo,Atletismo,4x400m relay,"SAPENTER, Deborah Elaine",Women,United States,Prata,USA,United States,United States
Montreal,1976,Atletismo,Atletismo,110m hurdles,"CASANAS RAMIREZ, Alejandro",Men,Cuba,Prata,CUB,Cuba,Cuba
Montreal,1976,Atletismo,Atletismo,1500m,"KLAPEZYNSKI-BRUNS, Ulrike",Women,East Germany,Bronze,DEU,East Germany,East Germany
Montreal,1976,Atletismo,Atletismo,4x100m relay,"JONES, John Wesley",Men,United States,Ouro,USA,United States,United States
Montreal,1976,Atletismo,Atletismo,100m Rasos,"HELTEN, Inge",Women,West Germany,Bronze,DEU,West Germany,West Germany
Montreal,1976,Atletismo,Atletismo,4x100m relay,"AKSININ, Aleksandr",Men,Soviet Union,Bronze,RUS,Soviet Union,Soviet Union
Montreal,1976,Atletismo,Atletismo,4x100m relay,"PROROCHENKO, Tatiana",Women,Soviet Union,Bronze,RUS,Soviet Union,Soviet Union
Montreal,1976,Atletismo,Atletismo,100m Rasos,"CRAWFORD, Hasely",Men,Trinidad and Tobago,Ouro,TTO,Trinidad and Tobago,Trinidad and Tobago
Montreal,1976,Atletismo,Atletismo,4x100m relay,"ZHARKOVA-MASLAKOVA, Liudmila",Women,Soviet Union,Bronze,RUS,Soviet Union,Soviet Union
Montreal,1976,Atletismo,Atletismo,4x100m relay,"KRONIGER, Annegret",Women,West Germany,Prata,DEU,West Germany,West Germany
Montreal,1976,Atletismo,Atletismo,javelin throw,"BECKER-STEINER, Marion",Women,West Germany,Prata,DEU,West Germany,West Germany
Montreal,1976,Basquetebol,Basquetebol,basketball,"GEORGIJEVSKI, Blagoje",Men,Yugoslavia,Prata,SRB,Yugoslavia,Yugoslavia
Montreal,1976,Basquetebol,Basquetebol,basketball,"SKERLATOVA, Girgina",Women,Bulgaria,Bronze,BGR,Bulgaria,Bulgaria
Montreal,1976,Basquetebol,Basquetebol,basketball,"OVECHKINA, Tatiana",Women,Soviet Union,Ouro,RUS,Soviet Union,Soviet Union
Montreal,1976,Basquetebol,Basquetebol,basketball,"MIKHAILOVA, Snezhana",Women,Bulgaria,Bronze,BGR,Bulgaria,Bulgaria
Montreal,1976,Basquetebol,Basquetebol,basketball,"LIEBERMAN, Nancy Lizabeth",Women,United States,Prata,USA,United States,United States
Montreal,1976,Basquetebol,Basquetebol,basketball,"ZAKHAROVA-NADIROVA, Tatiana",Women,Soviet Union,Ouro,RUS,Soviet Union,Soviet Union
Montreal,1976,Basquetebol,Basquetebol,basketball,"MARQUIS, Gail Annette",Women,United States,Prata,USA,United States,United States
Montreal,1976,Basquetebol,Basquetebol,basketball,"MAY, Scott Glenn",Men,United States,Ouro,USA,United States,United States
Montreal,1976,Basquetebol,Basquetebol,basketball,"LEWIS, Charlotte",Women,United States,Prata,USA,United States,United States
Montreal,1976,Basquetebol,Basquetebol,basketball,"KORKIYA, Mikhail",Men,Soviet Union,Bronze,RUS,Soviet Union,Soviet Union
Montreal,1976,Basquetebol,Basquetebol,basketball,"KUPCHAK, Mitchell",Men,United States,Ouro,USA,United States,United States
Montreal,1976,Basquetebol,Basquetebol,basketball,"METODIEVA, Penka",Women,Bulgaria,Bronze,BGR,Bulgaria,Bulgaria
Montreal,1976,Basquetebol,Basquetebol,basketball,"DANTLEY, Adrian Delano",Men,United States,Ouro,USA,United States,United States
Montreal,1976,Basquetebol,Basquetebol,basketball,"JELOVAC, Vinko",Men,Yugoslavia,Prata,SRB,Yugoslavia,Yugoslavia
Montreal,1976,Basquetebol,Basquetebol,basketball,"KURVYAKOVA, Raisa",Women,Soviet Union,Ouro,RUS,Soviet Union,Soviet Union
Montreal,1976,Basquetebol,Basquetebol,basketball,"GIUROVA, Krassimira",Women,Bulgaria,Bronze,BGR,Bulgaria,Bulgaria
Montreal,1976,Basquetebol,Basquetebol,basketball,"COSIC, Kresimir",Men,Yugoslavia,Prata,SRB,Yugoslavia,Yugoslavia
Montreal,1976,Basquetebol,Basquetebol,basketball,"SHEPPARD, Steven",Men,United States,Ouro,USA,United States,United States
Montreal,1976,Basquetebol,Basquetebol,basketball,"FERYABNIKOVA, Nelli",Women,Soviet Union,Ouro,RUS,Soviet Union,Soviet Union
Montreal,1976,Basquetebol,Basquetebol,basketball,"RUPSHENE, Angelia",Women,Soviet Union,Ouro,RUS,Soviet Union,Soviet Union
Montreal,1976,Basquetebol,Basquetebol,basketball,"FORD, Philip Jackson, Jr.",Men,United States,Ouro,USA,United States,United States
Montreal,1976,Basquetebol,Basquetebol,basketball,"ROJCEWICZ, Susan Marie",Women,United States,Prata,USA,United States,United States
Montreal,1976,Basquetebol,Basquetebol,basketball,"CARR, Kenneth Alan",Men,United States,Ouro,USA,United States,United States
Montreal,1976,Basquetebol,Basquetebol,basketball,"MYSHKIN, Anatoli",Men,Soviet Union,Bronze,RUS,Soviet Union,Soviet Union
Montreal,1976,Basquetebol,Basquetebol,basketball,"MAKAVEEVA, Petkana",Women,Bulgaria,Bronze,BGR,Bulgaria,Bulgaria
Montreal,1976,Basquetebol,Basquetebol,basketball,"ARZAMASKOV, Vladimir",Men,Soviet Union,Bronze,RUS,Soviet Union,Soviet Union
Montreal,1976,Basquetebol,Basquetebol,basketball,"SHUVAEVA-OLKHOVA, Nadezhda",Women,Soviet Union,Ouro,RUS,Soviet Union,Soviet Union
Montreal,1976,Basquetebol,Basquetebol,basketball,"DAVIS, Walter Paul",Men,United States,Ouro,USA,United States,United States
Montreal,1976,Basquetebol,Basquetebol,basketball,"BOGDANOVA, Krasimira",Women,Bulgaria,Bronze,BGR,Bulgaria,Bulgaria
Montreal,1976,Basquetebol,Basquetebol,basketball,"BROGDEN, Cinderella Jane",Women,United States,Prata,USA,United States,United States
Montreal,1976,Basquetebol,Basquetebol,basketball,"SOLMAN, Damir",Men,Yugoslavia,Prata,SRB,Yugoslavia,Yugoslavia
Montreal,1976,Basquetebol,Basquetebol,basketball,"BARISHEVA-KOROSTELEVA, Olga",Women,Soviet Union,Ouro,RUS,Soviet Union,Soviet Union
Montreal,1976,Basquetebol,Basquetebol,basketball,"BELOV, Sergei",Men,Soviet Union,Bronze,RUS,Soviet Union,Soviet Union
Montreal,1976,Basquetebol,Basquetebol,basketball,"SLAVNIC, Zoran",Men,Yugoslavia,Prata,SRB,Yugoslavia,Yugoslavia
Montreal,1976,Basquetebol,Basquetebol,basketball,"DELIBASIC, Mirza",Men,Yugoslavia,Prata,SRB,Yugoslavia,Yugoslavia
Montreal,1976,Basquetebol,Basquetebol,basketball,"GRUNFELD, Ernest",Men,United States,Ouro,USA,United States,United States
Montreal,1976,Basquetebol,Basquetebol,basketball,"DILOVA-BRAYNOVA, Diana",Women,Bulgaria,Bronze,BGR,Bulgaria,Bulgaria
Montreal,1976,Basquetebol,Basquetebol,basketball,"SUKHARNOVA, Olga",Women,Soviet Union,Ouro,RUS,Soviet Union,Soviet Union
Montreal,1976,Basquetebol,Basquetebol,basketball,"SEMENOVA, Iuliana",Women,Soviet Union,Ouro,RUS,Soviet Union,Soviet Union
Montreal,1976,Basquetebol,Basquetebol,basketball,"VARAJIC, Zarko",Men,Yugoslavia,Prata,SRB,Yugoslavia,Yugoslavia
Montreal,1976,Basquetebol,Basquetebol,basketball,"LAGARDE, Thomas Joseph",Men,United States,Ouro,USA,United States,United States
Montreal,1976,Basquetebol,Basquetebol,basketball,"BUCKNER, William Quinn",Men,United States,Ouro,USA,United States,United States
Montreal,1976,Basquetebol,Basquetebol,basketball,"ZAKHAROVA, Nadezhda",Women,Soviet Union,Ouro,RUS,Soviet Union,Soviet Union
Montreal,1976,Basquetebol,Basquetebol,basketball,"EDESHKO, Ivan",Men,Soviet Union,Bronze,RUS,Soviet Union,Soviet Union
Montreal,1976,Basquetebol,Basquetebol,basketball,"TKACHENKO, Vladimir",Men,Soviet Union,Bronze,RUS,Soviet Union,Soviet Union
Montreal,1976,Basquetebol,Basquetebol,basketball,"ZHARMUKHAMEDOV, Alzhan",Men,Soviet Union,Bronze,RUS,Soviet Union,Soviet Union
