Cidade,Ano,Esporte,Modalidade,Event,Atleta,Sexo,Pais,Medalha,pais_iso3,pais_corrigido,Pais_limpo
Montreal,1976,Vela,Vela,flying dutchman,"FICKER, Peter",Men,Brazil,Bronze,BRA,Brazil,Brazil
Montreal,1976,Vela,Vela,Tornado - Multihull,"MCFAULL, David Rockwell",Men,United States,Prata,USA,United States,United States
Montreal,1976,Vela,Vela,470 - Two Person Dinghy,"HÜBNER, Frank",Men,West Germany,Ouro,DEU,West Germany,West Germany
Montreal,1976,Vela,Vela,Tornado - Multihull,"WHITE, Reginald J.",Men,United Kingdom,Ouro,GBR,United Kingdom,United Kingdom
Montreal,1976,Vela,Vela,fleet/match race keelboat open (Soling),"JENSEN, Poul Richard Hoj",Men,Denmark,Ouro,DNK,Denmark,Denmark
Montreal,1976,Vela,Vela,fleet/match race keelboat open (Soling),"HANSEN, Erik Hermann",Men,Denmark,Ouro,DNK,Denmark,Denmark
Montreal,1976,Vela,Vela,flying dutchman,"PATTISSON, Rodney Stuart",Men,United Kingdom,Prata,GBR,United Kingdom,United Kingdom
Montreal,1976,Vela,Vela,470 - Two Person Dinghy,"GOROSTEGUI CEBALLOS, Antonio",Men,Spain,Prata,ESP,Spain,Spain
Montreal,1976,Vela,Vela,tempest,"HANSSON, Ingvar",Men,Sweden,Ouro,SWE,Sweden,Sweden
Montreal,1976,Vela,Vela,fleet/match race keelboat open (Soling),"KOLIUS, John Waldrip",Men,United States,Prata,USA,United States,United States
Montreal,1976,Vela,Vela,tempest,"MANKIN, Valentyn",Men,Soviet Union,Prata,RUS,Soviet Union,Soviet Union
Montreal,1976,Vela,Vela,470 - Two Person Dinghy,"BROWN, Ian",Men,Australia,Bronze,AUS,Australia,Australia
Montreal,1976,Tiro Esportivo,Tiro Esportivo,50m running target (30+30 shots),"GRESZKIEWICZ, Jerzy",Men,Poland,Bronze,POL,Poland,Poland
Montreal,1976,Tiro Esportivo,Tiro Esportivo,trap (125 targets),"BALDI, Ubaldesco",Men,Italy,Bronze,ITA,Italy,Italy
Montreal,1976,Tiro Esportivo,Tiro Esportivo,50m rifle 3 positions (3x40 shots),"SEIBOLD, Werner",Men,West Germany,Bronze,DEU,West Germany,West Germany
Montreal,1976,Tiro Esportivo,Tiro Esportivo,skeet (125 targets),"SWINKELS, Eric",Men,Netherlands,Prata,NLD,Netherlands,Netherlands
Montreal,1976,Tiro Esportivo,Tiro Esportivo,50m pistol (60 shots),"VOLLMAR, Harald",Men,East Germany,Prata,DEU,East Germany,East Germany
Montreal,1976,Tiro Esportivo,Tiro Esportivo,50m running target (30+30 shots),"GAZOV, Aleksandr",Men,Soviet Union,Ouro,RUS,Soviet Union,Soviet Union
Montreal,1976,Tiro Esportivo,Tiro Esportivo,50m pistol (60 shots),"DOLLINGER, Rudolf",Men,Austria,Bronze,AUT,Austria,Austria
Montreal,1976,Tiro Esportivo,Tiro Esportivo,trap (125 targets),"HALDEMAN, Donald Stanley",Men,United States,Ouro,USA,United States,United States
Montreal,1976,Tiro Esportivo,Tiro Esportivo,skeet (125 targets),"PANACEK, Josef",Men,Czechoslovakia,Ouro,CZE,Czechoslovakia,Czechoslovakia
Montreal,1976,Tiro Esportivo,Tiro Esportivo,50m rifle prone (60 shots),"SMIESZEK, Karlheinz",Men,West Germany,Ouro,DEU,West Germany,West Germany
Montreal,1976,Tiro Esportivo,Tiro Esportivo,50m pistol (60 shots),"POTTECK, Uwe",Men,East Germany,Ouro,DEU,East Germany,East Germany
Montreal,1976,Tiro Esportivo,Tiro Esportivo,trap (125 targets),"MARQUES, Armando Da Silva",Men,Portugal,Prata,PRT,Portugal,Portugal
Montreal,1976,Tiro Esportivo,Tiro Esportivo,50m rifle 3 positions (3x40 shots),"THOMPSON-MURDOCK, Margaret",Women,United States,Prata,USA,United States,United States
Montreal,1976,Tiro Esportivo,Tiro Esportivo,50m running target (30+30 shots),"KEDYAROV, Aleksandr",Men,Soviet Union,Prata,RUS,Soviet Union,Soviet Union
Montreal,1976,Tiro Esportivo,Tiro Esportivo,skeet (125 targets),"GAWLIKOWSKI, Wieslaw",Men,Poland,Bronze,POL,Poland,Poland
Montreal,1976,Tiro Esportivo,Tiro Esportivo,25m rapid fire pistol (60 shots),"KLAAR, Norbert",Men,East Germany,Ouro,DEU,East Germany,East Germany
Montreal,1976,Tiro Esportivo,Tiro Esportivo,25m rapid fire pistol (60 shots),"FERRARIS, Roberto",Men,Italy,Bronze,ITA,Italy,Italy
Montreal,1976,Tiro Esportivo,Tiro Esportivo,50m rifle prone (60 shots),"LIND, Ulrich",Men,West Germany,Prata,DEU,West Germany,West Germany
Montreal,1976,Tiro Esportivo,Tiro Esportivo,50m rifle prone (60 shots),"LUSHCHIKOV, Gennadi",Men,Soviet Union,Bronze,RUS,Soviet Union,Soviet Union
Montreal,1976,Tiro Esportivo,Tiro Esportivo,50m rifle 3 positions (3x40 shots),"BASSHAM, Lance Robert",Men,United States,Ouro,USA,United States,United States
Montreal,1976,Tiro Esportivo,Tiro Esportivo,25m rapid fire pistol (60 shots),"WIEFEL, Jürgen",Men,East Germany,Prata,DEU,East Germany,East Germany
Montreal,1976,Voleibol,Voleibol,volleyball,"FIGUEREDO RICARDO, Alfredo",Men,Cuba,Bronze,CUB,Cuba,Cuba
Montreal,1976,Voleibol,Voleibol,volleyball,"STEFANSKI, Wlodzimierz",Men,Poland,Ouro,POL,Poland,Poland
Montreal,1976,Voleibol,Voleibol,volleyball,"YOKOYAMA, Juri",Women,Japan,Ouro,JPN,Japan,Japan
Montreal,1976,Voleibol,Voleibol,volleyball,"PEREZ VENTO MACHADO, Jorge",Men,Cuba,Bronze,CUB,Cuba,Cuba
Montreal,1976,Voleibol,Voleibol,volleyball,"SAVIGNE SAVIGNE, Jesus",Men,Cuba,Bronze,CUB,Cuba,Cuba
Montreal,1976,Voleibol,Voleibol,volleyball,"RYBACZEWSKI, Miroslaw",Men,Poland,Ouro,POL,Poland,Poland
Montreal,1976,Voleibol,Voleibol,volleyball,"BAIK, Myung-Sun",Women,"Korea, Republic of",Bronze,KOR,"Korea, Republic of","Korea, South"
Montreal,1976,Voleibol,Voleibol,volleyball,"MURADYAN, Nina",Women,Soviet Union,Prata,RUS,Soviet Union,Soviet Union
Montreal,1976,Voleibol,Voleibol,volleyball,"CHERNYSHOVA, Liudmila",Women,Soviet Union,Prata,RUS,Soviet Union,Soviet Union
Montreal,1976,Voleibol,Voleibol,volleyball,"GARCIA CAMPOS, Victor",Men,Cuba,Bronze,CUB,Cuba,Cuba
Montreal,1976,Voleibol,Voleibol,volleyball,"BOSEK, Ryszard",Men,Poland,Ouro,POL,Poland,Poland
Montreal,1976,Voleibol,Voleibol,volleyball,"JO, Hae-Chung",Women,"Korea, Republic of",Bronze,KOR,"Korea, Republic of","Korea, South"
Montreal,1976,Voleibol,Voleibol,volleyball,"LASKO, Lech",Men,Poland,Ouro,POL,Poland,Poland
Montreal,1976,Voleibol,Voleibol,volleyball,"YANO, Hiromi",Women,Japan,Ouro,JPN,Japan,Japan
Montreal,1976,Voleibol,Voleibol,volleyball,"ARAKIDA, Yuko",Women,Japan,Ouro,JPN,Japan,Japan
Montreal,1976,Voleibol,Voleibol,volleyball,"RUDOVSKAYA, Lyubov",Women,Soviet Union,Prata,RUS,Soviet Union,Soviet Union
Montreal,1976,Voleibol,Voleibol,volleyball,"YOSHIDA, Mariko",Women,Japan,Ouro,JPN,Japan,Japan
Montreal,1976,Voleibol,Voleibol,volleyball,"KARBARZ, Marek",Men,Poland,Ouro,POL,Poland,Poland
Montreal,1976,Voleibol,Voleibol,volleyball,"OKAMOTO, Mariko",Women,Japan,Ouro,JPN,Japan,Japan
Montreal,1976,Voleibol,Voleibol,volleyball,"BYON, Kyung-Ja",Women,"Korea, Republic of",Bronze,KOR,"Korea, Republic of","Korea, South"
Montreal,1976,Voleibol,Voleibol,volleyball,"JUNG, Soon-Ok",Women,"Korea, Republic of",Bronze,KOR,"Korea, Republic of","Korea, South"
Montreal,1976,Voleibol,Voleibol,volleyball,"YU, Kyung-Hwa",Women,"Korea, Republic of",Bronze,KOR,"Korea, Republic of","Korea, South"
Montreal,1976,Voleibol,Voleibol,volleyball,"GAWLOWSKI, Wieslaw",Men,Poland,Ouro,POL,Poland,Poland
Montreal,1976,Voleibol,Voleibol,volleyball,"POLISHCHUK, Anatoli",Men,Soviet Union,Prata,RUS,Soviet Union,Soviet Union
Montreal,1976,Voleibol,Voleibol,volleyball,"MATSUDA, Noriko",Women,Japan,Ouro,JPN,Japan,Japan
Montreal,1976,Voleibol,Voleibol,volleyball,"RODRIGUEZ AGUIRRE, Antonio",Men,Cuba,Bronze,CUB,Cuba,Cuba
Montreal,1976,Voleibol,Voleibol,volleyball,"YU, Jung-Hyae",Women,"Korea, Republic of",Bronze,KOR,"Korea, Republic of","Korea, South"
Montreal,1976,Voleibol,Voleibol,volleyball,"MA, Kum-Ja",Women,"Korea, Republic of",Bronze,KOR,"Korea, Republic of","Korea, South"
Montreal,1976,Voleibol,Voleibol,volleyball,"SARMIENTOS BIOS, Victoriano",Men,Cuba,Bronze,CUB,Cuba,Cuba
Montreal,1976,Voleibol,Voleibol,volleyball,"LEE, Soon-Bok",Women,"Korea, Republic of",Bronze,KOR,"Korea, Republic of","Korea, South"
Montreal,1976,Voleibol,Voleibol,volleyball,"MARTINEZ HERNANDEZ, Ernesto",Men,Cuba,Bronze,CUB,Cuba,Cuba
Montreal,1976,Voleibol,Voleibol,volleyball,"MOLIBOGA, Oleg",Men,Soviet Union,Prata,RUS,Soviet Union,Soviet Union
Montreal,1976,Voleibol,Voleibol,volleyball,"YUSOVA, Zoya",Women,Soviet Union,Prata,RUS,Soviet Union,Soviet Union
Montreal,1976,Voleibol,Voleibol,volleyball,"KUSHNIR, Natalya",Women,Soviet Union,Prata,RUS,Soviet Union,Soviet Union
Montreal,1976,Voleibol,Voleibol,volleyball,"BERGEN, Larisa",Women,Soviet Union,Prata,RUS,Soviet Union,Soviet Union
Montreal,1976,Voleibol,Voleibol,volleyball,"SAVIN, Aleksandr",Men,Soviet Union,Prata,RUS,Soviet Union,Soviet Union
Montreal,1976,Voleibol,Voleibol,volleyball,"IIDA, Takako",Women,Japan,Ouro,JPN,Japan,Japan
Montreal,1976,Voleibol,Voleibol,volleyball,"KATO, Kiyomi",Women,Japan,Ouro,JPN,Japan,Japan
Montreal,1976,Voleibol,Voleibol,volleyball,"ULANOV, Vladimir",Men,Soviet Union,Prata,RUS,Soviet Union,Soviet Union
Montreal,1976,Voleibol,Voleibol,volleyball,"LUBIEJEWSKI, Zbigniew",Men,Poland,Ouro,POL,Poland,Poland
Montreal,1976,Voleibol,Voleibol,volleyball,"STARUNSKY, Yuri",Men,Soviet Union,Prata,RUS,Soviet Union,Soviet Union
Montreal,1976,Voleibol,Voleibol,volleyball,"CHERNYSHEV, Vladimir",Men,Soviet Union,Prata,RUS,Soviet Union,Soviet Union
Montreal,1976,Voleibol,Voleibol,volleyball,"OSADCHAYA, Liliya",Women,Soviet Union,Prata,RUS,Soviet Union,Soviet Union
Montreal,1976,Voleibol,Voleibol,volleyball,"YOON, Young-Nae",Women,"Korea, Republic of",Bronze,KOR,"Korea, Republic of","Korea, South"
Montreal,1976,Voleibol,Voleibol,volleyball,"SHCHETININA, Lyudmila",Women,Soviet Union,Prata,RUS,Soviet Union,Soviet Union
Montreal,1976,Voleibol,Voleibol,volleyball,"SHIRAI, Takako",Women,Japan,Ouro,JPN,Japan,Japan
Montreal,1976,Voleibol,Voleibol,volleyball,"LAPERA SOTOLONGO, Diego",Men,Cuba,Bronze,CUB,Cuba,Cuba
Montreal,1976,Voleibol,Voleibol,volleyball,"MARTINEZ CORDERO, Lorenzo",Men,Cuba,Bronze,CUB,Cuba,Cuba
Montreal,1976,Voleibol,Voleibol,volleyball,"CHULAK, Yefim",Men,Soviet Union,Prata,RUS,Soviet Union,Soviet Union
Montreal,1976,Voleibol,Voleibol,volleyball,"SALAS PEREZ, Carlos",Men,Cuba,Bronze,CUB,Cuba,Cuba
Montreal,1976,Voleibol,Voleibol,volleyball,"CHANG, Hee-Sook",Women,"Korea, Republic of",Bronze,KOR,"Korea, Republic of","Korea, South"
Montreal,1976,Voleibol,Voleibol,volleyball,"MAEDA, Echiko",Women,Japan,Ouro,JPN,Japan,Japan
Montreal,1976,Voleibol,Voleibol,volleyball,"DOROKHOV, Vladimir",Men,Soviet Union,Prata,RUS,Soviet Union,Soviet Union
Montreal,1976,Voleibol,Voleibol,volleyball,"KANESAKA, Katsuko",Women,Japan,Ouro,JPN,Japan,Japan
Montreal,1976,Voleibol,Voleibol,volleyball,"VILCHES MORE, Raul",Men,Cuba,Bronze,CUB,Cuba,Cuba
Montreal,1976,Voleibol,Voleibol,volleyball,"SELIVANOV, Pavel",Men,Soviet Union,Prata,RUS,Soviet Union,Soviet Union
Montreal,1976,Voleibol,Voleibol,volleyball,"ERMILOV, Aleksandr",Men,Soviet Union,Prata,RUS,Soviet Union,Soviet Union
Montreal,1976,Voleibol,Voleibol,volleyball,"LEE, Soon-Ok",Women,"Korea, Republic of",Bronze,KOR,"Korea, Republic of","Korea, South"
Montreal,1976,Voleibol,Voleibol,volleyball,"WOJTOWICZ, Tomasz",Men,Poland,Ouro,POL,Poland,Poland
Montreal,1976,Voleibol,Voleibol,volleyball,"KONDRA, Vladimir",Men,Soviet Union,Prata,RUS,Soviet Union,Soviet Union
Montreal,1976,Voleibol,Voleibol,volleyball,"SADALSKI, Wlodzimierz",Men,Poland,Ouro,POL,Poland,Poland
Montreal,1976,Voleibol,Voleibol,volleyball,"BEBEL, Bronislaw",Men,Poland,Ouro,POL,Poland,Poland
Montreal,1976,Voleibol,Voleibol,volleyball,"ZARZYCKI, Zbigniew",Men,Poland,Ouro,POL,Poland,Poland
Montreal,1976,Voleibol,Voleibol,volleyball,"PARK, Mi-Kum",Women,"Korea, Republic of",Bronze,KOR,"Korea, Republic of","Korea, South"
Montreal,1976,Voleibol,Voleibol,volleyball,"TAKAYANAGI, Shoko",Women,Japan,Ouro,JPN,Japan,Japan
Montreal,1976,Voleibol,Voleibol,volleyball,"ZAITSEV, Viacheslav",Men,Soviet Union,Prata,RUS,Soviet Union,Soviet Union
Montreal,1976,Voleibol,Voleibol,volleyball,"SKOREK, Edward",Men,Poland,Ouro,POL,Poland,Poland
Montreal,1976,Voleibol,Voleibol,volleyball,"SMOLEEVA, Nina",Women,Soviet Union,Prata,RUS,Soviet Union,Soviet Union
Montreal,1976,Voleibol,Voleibol,volleyball,"MARSHALL STEWARD, Leonel",Men,Cuba,Bronze,CUB,Cuba,Cuba
Montreal,1976,Voleibol,Voleibol,volleyball,"KOZAKOVA, Olga",Women,Soviet Union,Prata,RUS,Soviet Union,Soviet Union
Montreal,1976,Voleibol,Voleibol,volleyball,"ROSTOVA, Anna",Women,Soviet Union,Prata,RUS,Soviet Union,Soviet Union
Montreal,1976,Voleibol,Voleibol,volleyball,"RYSKAL, Inna",Women,Soviet Union,Prata,RUS,Soviet Union,Soviet Union
Montreal,1976,Halterofilismo,Halterofilismo,"82.5 - 90kg, total (middle-heavyweight)","JAMES, Lee Roy, Jr.",Men,United States,Prata,USA,United States,United States
Montreal,1976,Halterofilismo,Halterofilismo,"+ 110kg, total (super heavyweight)","ALEKSEYEV, Vasily",Men,Soviet Union,Ouro,RUS,Soviet Union,Soviet Union
Montreal,1976,Halterofilismo,Halterofilismo,"+ 110kg, total (super heavyweight)","BONK, Gerd",Men,East Germany,Prata,DEU,East Germany,East Germany
Montreal,1976,Halterofilismo,Halterofilismo,"75 - 82.5kg, total (light-heavyweight)","BACZAKO, Peter",Men,Hungary,Bronze,HUN,Hungary,Hungary
Montreal,1976,Halterofilismo,Halterofilismo,"75 - 82.5kg, total (light-heavyweight)","STOITCHEV, Trendafil",Men,Bulgaria,Prata,BGR,Bulgaria,Bulgaria
Montreal,1976,Halterofilismo,Halterofilismo,"+ 110kg, total (super heavyweight)","LOSCH, Helmut",Men,East Germany,Bronze,DEU,East Germany,East Germany
Montreal,1976,Halterofilismo,Halterofilismo,"- 56kg, total (bantamweight)","CZIURA, Grzegorz",Men,Poland,Prata,POL,Poland,Poland
Montreal,1976,Halterofilismo,Halterofilismo,"60 - 67.5kg, total (lightweight)","CZARNECKI, Kazimierz",Men,Poland,Bronze,POL,Poland,Poland
Montreal,1976,Halterofilismo,Halterofilismo,"67.5 - 75kg, total (middleweight)","MITKOV, Yordan",Men,Bulgaria,Ouro,BGR,Bulgaria,Bulgaria
Montreal,1976,Halterofilismo,Halterofilismo,"75 - 82.5kg, total (light-heavyweight)","SHARY, Valeri",Men,Soviet Union,Ouro,RUS,Soviet Union,Soviet Union
Montreal,1976,Halterofilismo,Halterofilismo,"- 52kg, total (flyweight)","KÖSZEGI, György",Men,Hungary,Prata,HUN,Hungary,Hungary
Montreal,1976,Halterofilismo,Halterofilismo,"- 52kg, total (flyweight)","VORONIN, Aleksandr",Men,Soviet Union,Ouro,RUS,Soviet Union,Soviet Union
Montreal,1976,Halterofilismo,Halterofilismo,"56 - 60kg, total (featherweight)","HIRAI, Kazumasa",Men,Japan,Bronze,JPN,Japan,Japan
Montreal,1976,Halterofilismo,Halterofilismo,"82.5 - 90kg, total (middle-heavyweight)","RIGERT, David",Men,Soviet Union,Ouro,RUS,Soviet Union,Soviet Union
Montreal,1976,Halterofilismo,Halterofilismo,"91 - 110kg, total (heavyweight)","ZAITSEV, Yuri",Men,Soviet Union,Ouro,RUS,Soviet Union,Soviet Union
Montreal,1976,Halterofilismo,Halterofilismo,"60 - 67.5kg, total (lightweight)","KOROL, Pyotr",Men,Soviet Union,Ouro,RUS,Soviet Union,Soviet Union
Montreal,1976,Halterofilismo,Halterofilismo,"67.5 - 75kg, total (middleweight)","WENZEL, Peter",Men,East Germany,Bronze,DEU,East Germany,East Germany
Montreal,1976,Halterofilismo,Halterofilismo,"- 56kg, total (bantamweight)","NURIKIAN, Norair",Men,Bulgaria,Ouro,BGR,Bulgaria,Bulgaria
Montreal,1976,Halterofilismo,Halterofilismo,"- 56kg, total (bantamweight)","ANDO, Kenkichi",Men,Japan,Bronze,JPN,Japan,Japan
Montreal,1976,Halterofilismo,Halterofilismo,"56 - 60kg, total (featherweight)","TODOROV, Georghi",Men,Bulgaria,Prata,BGR,Bulgaria,Bulgaria
Montreal,1976,Halterofilismo,Halterofilismo,"82.5 - 90kg, total (middle-heavyweight)","SHOPOV, Atanas",Men,Bulgaria,Bronze,BGR,Bulgaria,Bulgaria
Montreal,1976,Halterofilismo,Halterofilismo,"91 - 110kg, total (heavyweight)","SEMERDJIEV, Krastio",Men,Bulgaria,Prata,BGR,Bulgaria,Bulgaria
Montreal,1976,Halterofilismo,Halterofilismo,"91 - 110kg, total (heavyweight)","RUTKOWSKI, Tadeusz",Men,Poland,Bronze,POL,Poland,Poland
Montreal,1976,Halterofilismo,Halterofilismo,"67.5 - 75kg, total (middleweight)","MILITOSYAN, Vartan",Men,Soviet Union,Prata,RUS,Soviet Union,Soviet Union
Montreal,1976,Halterofilismo,Halterofilismo,"- 52kg, total (flyweight)","NASSIRI-SERESHT, Mohammad",Men,Iran,Bronze,IRN,Iran,Iran
Montreal,1976,Halterofilismo,Halterofilismo,"56 - 60kg, total (featherweight)","KOLESNIKOV, Nikolai",Men,Soviet Union,Ouro,RUS,Soviet Union,Soviet Union
Montreal,1976,Halterofilismo,Halterofilismo,"60 - 67.5kg, total (lightweight)","SENET, Daniel",Men,France,Prata,FRA,France,France
Montreal,1976,Luta Olímpica,Luta Livre,57 - 62kg (featherweight),"OIDOV, Zevegying",Men,Mongolia,Prata,MNG,Mongolia,Mongolia
Montreal,1976,Luta Olímpica,Luta Livre,62 - 68kg (lightweight),"SUGAWARA, Yasaburo",Men,Japan,Bronze,JPN,Japan,Japan
Montreal,1976,Luta Olímpica,Luta Livre,74 - 82kg (middleweight),"PETERSON, John Allan",Men,United States,Ouro,USA,United States,United States
Montreal,1976,Luta Olímpica,Luta Livre,+ 100kg (super heavyweight),"BALLA, Jozsef",Men,Hungary,Prata,HUN,Hungary,Hungary
Montreal,1976,Luta Olímpica,Luta Livre,74 - 82kg (middleweight),"SEGER, Adolf",Men,West Germany,Bronze,DEU,West Germany,West Germany
Montreal,1976,Luta Olímpica,Luta Livre,48 - 52kg (flyweight),"IVANOV, Aleksandr",Men,Soviet Union,Prata,RUS,Soviet Union,Soviet Union
Montreal,1976,Luta Olímpica,Luta Livre,+ 100kg (super heavyweight),"ANDIEV, Soslan",Men,Soviet Union,Ouro,RUS,Soviet Union,Soviet Union
Montreal,1976,Luta Olímpica,Luta Livre,48 - 52kg (flyweight),"JEON, Hae-Sup",Men,"Korea, Republic of",Bronze,KOR,"Korea, Republic of","Korea, South"
Montreal,1976,Luta Olímpica,Luta Livre,+ 100kg (super heavyweight),"SIMON, Ladislau",Men,Romania,Bronze,ROU,Romania,Romania
Montreal,1976,Luta Olímpica,Luta Livre,82 - 90kg (light-heavyweight),"PETERSON, Benjamin Lee",Men,United States,Prata,USA,United States,United States
Montreal,1976,Luta Olímpica,Luta Livre,57 - 62kg (featherweight),"YANG, Jung-Mo",Men,"Korea, Republic of",Ouro,KOR,"Korea, Republic of","Korea, South"
Montreal,1976,Luta Olímpica,Luta Livre,57 - 62kg (featherweight),"DAVIS, Eugene Lee",Men,United States,Bronze,USA,United States,United States
Montreal,1976,Luta Olímpica,Luta Livre,90 - 100kg (heavyweight),"KOSTOV, Dimov",Men,Bulgaria,Bronze,BGR,Bulgaria,Bulgaria
Montreal,1976,Luta Olímpica,Luta Livre,68 - 74kg (welterweight),"DATE, Jiichiro",Men,Japan,Ouro,JPN,Japan,Japan
Montreal,1976,Luta Olímpica,Luta Livre,- 48kg (light-flyweight),"MURSELOV, Khassan Issaiev",Men,Bulgaria,Ouro,BGR,Bulgaria,Bulgaria
Montreal,1976,Luta Olímpica,Luta Livre,52 - 57kg (bantamweight),"ARAI, Masao",Men,Japan,Bronze,JPN,Japan,Japan
Montreal,1976,Luta Olímpica,Luta Livre,90 - 100kg (heavyweight),"YARYGIN, Ivan",Men,Soviet Union,Ouro,RUS,Soviet Union,Soviet Union
Montreal,1976,Luta Olímpica,Luta Livre,62 - 68kg (lightweight),"KEASER, Lloyd Weldon",Men,United States,Prata,USA,United States,United States
Montreal,1976,Luta Olímpica,Luta Livre,82 - 90kg (light-heavyweight),"MORCOV, Stelica",Men,Romania,Bronze,ROU,Romania,Romania
Montreal,1976,Luta Olímpica,Luta Livre,68 - 74kg (welterweight),"DZIEDZIC, Stanley Joseph, Jr.",Men,United States,Bronze,USA,United States,United States
Montreal,1976,Luta Olímpica,Luta Livre,52 - 57kg (bantamweight),"BRÜCHERT, Hans-Dieter",Men,East Germany,Prata,DEU,East Germany,East Germany
Montreal,1976,Luta Olímpica,Luta Livre,90 - 100kg (heavyweight),"HELLICKSON, Russell Owen",Men,United States,Prata,USA,United States,United States
Montreal,1976,Luta Olímpica,Luta Livre,52 - 57kg (bantamweight),"YUMIN, Vladimir",Men,Soviet Union,Ouro,RUS,Soviet Union,Soviet Union
Montreal,1976,Luta Olímpica,Luta Livre,68 - 74kg (welterweight),"BARZEGAR, Mansour",Men,Iran,Prata,IRN,Iran,Iran
Montreal,1976,Luta Olímpica,Luta Livre,62 - 68kg (lightweight),"PINIGIN, Pavel",Men,Soviet Union,Ouro,RUS,Soviet Union,Soviet Union
Montreal,1976,Luta Olímpica,Luta Livre,- 48kg (light-flyweight),"KUDO, Akira",Men,Japan,Bronze,JPN,Japan,Japan
Montreal,1976,Luta Olímpica,Luta Livre,82 - 90kg (light-heavyweight),"TEDIASHVILI, Levan",Men,Soviet Union,Ouro,RUS,Soviet Union,Soviet Union
Montreal,1976,Luta Olímpica,Luta Livre,- 48kg (light-flyweight),"DMITRIEV, Roman",Men,Soviet Union,Prata,RUS,Soviet Union,Soviet Union
Montreal,1976,Luta Olímpica,Luta Livre,74 - 82kg (middleweight),"NOVOZHILOV, Viktor",Men,Soviet Union,Prata,RUS,Soviet Union,Soviet Union
Montreal,1976,Luta Olímpica,Luta Livre,48 - 52kg (flyweight),"TAKADA, Yuji",Men,Japan,Ouro,JPN,Japan,Japan
Montreal,1976,Luta Olímpica,Luta Greco-Romana,62 - 68kg (lightweight),"RUSU, Stefan",Men,Romania,Prata,ROU,Romania,Romania
Montreal,1976,Luta Olímpica,Luta Greco-Romana,68 - 74kg (welterweight),"BYKOV, Anatoli",Men,Soviet Union,Ouro,RUS,Soviet Union,Soviet Union
Montreal,1976,Luta Olímpica,Luta Greco-Romana,- 48kg (light-flyweight),"BERCEANU, Gheorghe",Men,Romania,Prata,ROU,Romania,Romania
Montreal,1976,Luta Olímpica,Luta Greco-Romana,62 - 68kg (lightweight),"WEHLING, Heinz-Helmut",Men,East Germany,Bronze,DEU,East Germany,East Germany
Montreal,1976,Luta Olímpica,Luta Greco-Romana,52 - 57kg (bantamweight),"UKKOLA, Pertti Olavi",Men,Finland,Ouro,FIN,Finland,Finland
Montreal,1976,Luta Olímpica,Luta Greco-Romana,+ 100kg (super heavyweight),"KOLCHINSKY, Aleksandr",Men,Soviet Union,Ouro,RUS,Soviet Union,Soviet Union
Montreal,1976,Luta Olímpica,Luta Greco-Romana,90 - 100kg (heavyweight),"SKRZYDLEWSKI, Andrzej",Men,Poland,Bronze,POL,Poland,Poland
Montreal,1976,Luta Olímpica,Luta Greco-Romana,90 - 100kg (heavyweight),"GORANOV, Kamen",Men,Bulgaria,Prata,BGR,Bulgaria,Bulgaria
Montreal,1976,Luta Olímpica,Luta Greco-Romana,+ 100kg (super heavyweight),"TOMOV, Aleksandr",Men,Bulgaria,Prata,BGR,Bulgaria,Bulgaria
Montreal,1976,Luta Olímpica,Luta Greco-Romana,48 - 52kg (flyweight),"HIRAYAMA, Koichiro",Men,Japan,Bronze,JPN,Japan,Japan
Montreal,1976,Luta Olímpica,Luta Greco-Romana,82 - 90kg (light-heavyweight),"REZANTSEV, Valeri",Men,Soviet Union,Ouro,RUS,Soviet Union,Soviet Union
Montreal,1976,Luta Olímpica,Luta Greco-Romana,- 48kg (light-flyweight),"ANGELOV, Stefan",Men,Bulgaria,Bronze,BGR,Bulgaria,Bulgaria
Montreal,1976,Luta Olímpica,Luta Greco-Romana,68 - 74kg (welterweight),"MACHA, Vitezslav",Men,Czechoslovakia,Prata,CZE,Czechoslovakia,Czechoslovakia
Montreal,1976,Luta Olímpica,Luta Greco-Romana,57 - 62kg (featherweight),"DAVIDYAN, Nelson",Men,Soviet Union,Prata,RUS,Soviet Union,Soviet Union
Montreal,1976,Luta Olímpica,Luta Greco-Romana,74 - 82kg (middleweight),"CHEBOKSAROV, Vladimir",Men,Soviet Union,Prata,RUS,Soviet Union,Soviet Union
Montreal,1976,Luta Olímpica,Luta Greco-Romana,48 - 52kg (flyweight),"GINGA, Nicu",Men,Romania,Prata,ROU,Romania,Romania
Montreal,1976,Luta Olímpica,Luta Greco-Romana,82 - 90kg (light-heavyweight),"KWIECINSKI, Czeslaw",Men,Poland,Bronze,POL,Poland,Poland
Montreal,1976,Luta Olímpica,Luta Greco-Romana,57 - 62kg (featherweight),"RECZI, Laszlo",Men,Hungary,Bronze,HUN,Hungary,Hungary
Montreal,1976,Luta Olímpica,Luta Greco-Romana,74 - 82kg (middleweight),"PETKOVIC, Momir",Men,Yugoslavia,Ouro,SRB,Yugoslavia,Yugoslavia
Montreal,1976,Luta Olímpica,Luta Greco-Romana,74 - 82kg (middleweight),"KOLEV, Ivan",Men,Bulgaria,Bronze,BGR,Bulgaria,Bulgaria
